YEAR,NEWSFROM,HAPPY,RELIG,GRASS,COURTS,ENERGY,EDUC,ENVIR,POLVIEWS,PARTYID,REGION,INCOME,SEX,DEGREE,AGE,MARITAL,BALLOT
2016,Not applicable,Pretty happy,Buddhism,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,Pacific,$5000 to 5999,Female,High school,21,Never married,Ballot c
2016,Not applicable,Very happy,Buddhism,Legal,About right,About right,About right,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Graduate,58,Married,Ballot c
2016,Not applicable,Pretty happy,None,Legal,About right,Too little,Not applicable,Not applicable,Liberal,Independent,Pacific,$10000 - 14999,Female,Junior college,24,Never married,Ballot b
2016,The internet,Pretty happy,None,Not applicable,About right,Too little,Too little,Too little,Moderate,Independent,Pacific,Don't know,Male,High school,23,Never married,Ballot a
2016,The internet,Pretty happy,Protestant,Legal,Not harsh enough,About right,Too much,About right,Extrmly conservative,Republican,Pacific,$25000 or more,Female,Junior college,53,Married,Ballot b
2016,The internet,Very happy,Protestant,Not applicable,Not harsh enough,Too much,Not applicable,Not applicable,Extrmly conservative,Republican,Pacific,$25000 or more,Male,High school,70,Married,Ballot a
2016,Not applicable,Pretty happy,Other,Legal,About right,Too little,Too little,Too little,Moderate,Other,Pacific,$10000 - 14999,Male,Lt high school,45,Never married,Ballot c
2016,Not applicable,Pretty happy,None,Legal,Too harsh,Too little,Not applicable,Not applicable,Extremely liberal,Other,Pacific,$25000 or more,Male,High school,72,Married,Ballot b
2016,Friends colleagues,Pretty happy,Protestant,Not applicable,About right,Too little,Too little,Too little,Slightly liberal,No answer,Pacific,$10000 - 14999,Male,High school,23,Never married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Too harsh,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Pacific,$25000 or more,Male,High school,19,Never married,Ballot b
2016,Tv,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,Too little,Too little,Moderate,Other,Pacific,$25000 or more,Male,High school,70,Divorced,Ballot a
2016,Tv,Pretty happy,None,Legal,Not harsh enough,Too little,About right,Too much,Slightly liberal,Independent,Pacific,$25000 or more,Male,Junior college,53,Never married,Ballot b
2016,Not applicable,Not too happy,None,Legal,Not harsh enough,Too much,Too much,Too much,Conservative,Republican,Pacific,$15000 - 19999,Male,Lt high school,85,Divorced,Ballot c
2016,Not applicable,Very happy,Protestant,Don't know,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Republican,Pacific,$25000 or more,Female,High school,57,Married,Ballot b
2016,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too much,Not applicable,Not applicable,Moderate,Independent,Pacific,Refused,Female,High school,62,Married,Ballot c
2016,Tv,Pretty happy,None,Legal,Not harsh enough,Too little,Too little,Too little,Liberal,Independent,Pacific,$10000 - 14999,Female,Junior college,64,Divorced,Ballot b
2016,Not applicable,Very happy,None,Legal,Not harsh enough,About right,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Female,High school,62,Married,Ballot b
2016,Not applicable,Very happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Extrmly conservative,Independent,Pacific,$25000 or more,Female,High school,51,Separated,Ballot c
2016,The internet,Very happy,Protestant,Not legal,Not harsh enough,About right,About right,About right,Slghtly conservative,Republican,Pacific,$25000 or more,Female,Graduate,36,Married,Ballot b
2016,Not applicable,Pretty happy,None,Legal,Too harsh,Too little,Too little,Too little,Extremely liberal,Democrat,Pacific,$25000 or more,Female,High school,20,Never married,Ballot c
2016,The internet,Not too happy,Christian,Not applicable,Not harsh enough,Too little,Too little,About right,Slightly liberal,Democrat,Pacific,$10000 - 14999,Male,High school,26,Never married,Ballot a
2016,Tv,Pretty happy,None,Not legal,Not harsh enough,Too little,About right,Too little,Slghtly conservative,Independent,Pacific,$10000 - 14999,Male,High school,64,Never married,Ballot b
2016,The internet,Very happy,None,Not applicable,Don't know,Don't know,Not applicable,Not applicable,Liberal,Independent,Pacific,$25000 or more,Female,Graduate,46,Never married,Ballot a
2016,Not applicable,Very happy,None,Legal,Not harsh enough,Too little,About right,About right,Slightly liberal,Democrat,Pacific,$20000 - 24999,Female,High school,25,Married,Ballot c
2016,Newspapers,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Too little,Too little,Liberal,Other,Pacific,$25000 or more,Male,Bachelor,69,Divorced,Ballot a
2016,Tv,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Extremely liberal,Democrat,Pacific,Don't know,Female,High school,62,Divorced,Ballot a
2016,Tv,Very happy,Catholic,Not applicable,Not harsh enough,Don't know,About right,About right,Liberal,Independent,Pacific,$25000 or more,Female,Lt high school,65,Widowed,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too much,Not applicable,Not applicable,Slghtly conservative,Other,Pacific,$25000 or more,Male,Bachelor,26,Never married,Ballot b
2016,Not applicable,Pretty happy,None,Legal,Don't know,Too little,Not applicable,Not applicable,Liberal,Independent,Pacific,$25000 or more,Male,High school,25,Never married,Ballot c
2016,The internet,Pretty happy,None,Don't know,About right,About right,Too little,Too little,Slightly liberal,Democrat,Pacific,$8000 to 9999,Male,High school,26,Never married,Ballot b
2016,Radio,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slightly liberal,Democrat,Pacific,$20000 - 24999,Male,High school,55,Divorced,Ballot a
2016,The internet,Pretty happy,Protestant,Legal,About right,Too little,Too little,Too little,Moderate,Democrat,Pacific,$20000 - 24999,Male,High school,34,Never married,Ballot b
2016,The internet,Pretty happy,None,Not applicable,Don't know,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,39,Married,Ballot a
2016,Newspapers,Pretty happy,Buddhism,Legal,Too harsh,Too little,Too little,Too little,Extremely liberal,Democrat,Pacific,Refused,Male,Graduate,61,Married,Ballot b
2016,The internet,Pretty happy,None,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Male,High school,48,Divorced,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,Too little,Too little,Too little,Conservative,Republican,Pacific,$20000 - 24999,Female,Lt high school,46,Married,Ballot c
2016,Newspapers,Very happy,Protestant,Not applicable,Don't know,Too much,Too much,Too much,Conservative,Democrat,Pacific,$25000 or more,Male,High school,73,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Other,Pacific,$25000 or more,Female,High school,83,Widowed,Ballot b
2016,Tv,Pretty happy,Catholic,Not applicable,About right,Too little,About right,Don't know,No answer,Democrat,Pacific,$25000 or more,Male,High school,78,Widowed,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Independent,Pacific,$25000 or more,Male,High school,56,Married,Ballot c
2016,Radio,Not too happy,Protestant,Legal,About right,Too much,Too much,Too much,Slghtly conservative,Republican,Pacific,$10000 - 14999,Male,High school,61,Divorced,Ballot b
2016,Not applicable,Very happy,Protestant,Not legal,Don't know,About right,About right,Too much,Slghtly conservative,Republican,Pacific,Refused,Female,High school,50,Married,Ballot c
2016,Tv,Not too happy,Protestant,Not applicable,About right,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$20000 - 24999,Female,High school,57,Widowed,Ballot a
2016,Not applicable,Pretty happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Male,Lt high school,78,Married,Ballot b
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,Too little,Too little,Too little,Slightly liberal,Independent,Pacific,$20000 - 24999,Female,High school,31,Married,Ballot a
2016,Not applicable,Very happy,Buddhism,Legal,Don't know,Too little,Not applicable,Not applicable,Moderate,Independent,Pacific,$25000 or more,Male,Bachelor,73,Divorced,Ballot c
2016,Not applicable,Pretty happy,Protestant,Legal,Too harsh,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Pacific,$25000 or more,Male,Junior college,67,Married,Ballot c
2016,Tv,Very happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Pacific,$10000 - 14999,Male,Lt high school,81,Widowed,Ballot a
2016,Not applicable,Pretty happy,Buddhism,Legal,Don't know,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Female,Graduate,71,Widowed,Ballot c
2016,Not applicable,Not too happy,Protestant,Not legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Democrat,Pacific,$3000 to 3999,Female,High school,55,Widowed,Ballot c
2016,Tv,Pretty happy,Protestant,Legal,Not harsh enough,Too much,Too little,About right,Moderate,Independent,Pacific,$25000 or more,Male,High school,58,Divorced,Ballot b
2016,Newspapers,Pretty happy,Protestant,Not applicable,About right,About right,Not applicable,Not applicable,Conservative,Republican,Pacific,$25000 or more,Female,High school,37,Married,Ballot a
2016,Not applicable,Very happy,Catholic,Not legal,Not harsh enough,About right,Too little,About right,Slightly liberal,Independent,Pacific,$25000 or more,Female,Lt high school,43,Married,Ballot c
2016,Not applicable,Very happy,Catholic,Legal,Not harsh enough,About right,Not applicable,Not applicable,Conservative,Independent,Pacific,Refused,Female,High school,46,Married,Ballot b
2016,The internet,Pretty happy,Protestant,Not applicable,Not harsh enough,About right,About right,Too much,Extrmly conservative,Independent,Pacific,$25000 or more,Male,High school,42,Married,Ballot a
2016,Tv,Pretty happy,Protestant,Not legal,Not harsh enough,About right,Too little,Too much,Conservative,Republican,Pacific,$25000 or more,Female,High school,45,Married,Ballot b
2016,Tv,Not too happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,Refused,Female,High school,49,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Too harsh,Too little,Too little,Too little,Liberal,Democrat,Pacific,$25000 or more,Female,Bachelor,50,Divorced,Ballot c
2016,Not applicable,Pretty happy,None,Not legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Democrat,Pacific,$25000 or more,Male,Lt high school,76,Widowed,Ballot b
2016,Radio,Pretty happy,Protestant,Not legal,Don't know,About right,About right,About right,Slightly liberal,Democrat,Mountain,$20000 - 24999,Female,Lt high school,63,Divorced,Ballot b
2016,Family,Pretty happy,Protestant,Not applicable,Don't know,Don't know,Not applicable,Not applicable,Moderate,Republican,Mountain,$10000 - 14999,Female,High school,28,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Too harsh,Too little,About right,Too little,Moderate,Independent,Mountain,$5000 to 5999,Female,High school,51,Married,Ballot c
2016,Not applicable,Very happy,None,Legal,Not harsh enough,About right,Not applicable,Not applicable,Extremely liberal,Independent,Mountain,$15000 - 19999,Male,Lt high school,35,Married,Ballot b
2016,Tv,Very happy,Catholic,Not applicable,Don't know,Too much,Don't know,Too little,Moderate,Independent,Mountain,$25000 or more,Male,High school,54,Married,Ballot a
2016,Not applicable,Not too happy,None,Legal,Not harsh enough,About right,Not applicable,Not applicable,Slghtly conservative,Independent,Mountain,Lt $1000,Female,High school,27,Separated,Ballot c
2016,Tv,Not too happy,Protestant,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Slghtly conservative,Independent,Mountain,$20000 - 24999,Female,Lt high school,55,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Too harsh,About right,Too little,Too little,Liberal,Independent,Mountain,$20000 - 24999,Female,High school,57,Married,Ballot c
2016,Not applicable,Very happy,Catholic,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Liberal,Democrat,Mountain,$25000 or more,Female,High school,44,Married,Ballot b
2016,The internet,Pretty happy,None,Not applicable,About right,Too little,Too little,Too little,Liberal,Democrat,Mountain,$25000 or more,Female,High school,27,Never married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Not legal,About right,Too little,Not applicable,Not applicable,Moderate,Republican,Mountain,$25000 or more,Male,Junior college,35,Divorced,Ballot c
2016,Family,Pretty happy,Protestant,Legal,Not harsh enough,Too little,Too little,Too little,Conservative,Republican,Mountain,$25000 or more,Male,High school,27,Married,Ballot b
2016,The internet,Not too happy,Protestant,Not applicable,Not harsh enough,About right,Not applicable,Not applicable,Extrmly conservative,Independent,Mountain,$25000 or more,Female,Lt high school,27,Never married,Ballot a
2016,Not applicable,Not too happy,None,Legal,Too harsh,About right,About right,Too little,Slghtly conservative,Independent,Mountain,$25000 or more,Male,High school,48,Divorced,Ballot c
2016,Not applicable,Pretty happy,None,Legal,Not harsh enough,Too little,Not applicable,Not applicable,Moderate,Republican,Mountain,$25000 or more,Male,High school,30,Separated,Ballot b
2016,Not applicable,Not too happy,None,Legal,About right,Too little,Too little,Too little,Moderate,Independent,Mountain,$25000 or more,Female,Junior college,34,Separated,Ballot c
2016,The internet,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Too little,Too little,Slghtly conservative,Democrat,Mountain,$25000 or more,Female,Junior college,36,Married,Ballot a
2016,Not applicable,Pretty happy,Protestant,Legal,Don't know,Too little,Not applicable,Not applicable,No answer,Independent,Mountain,$25000 or more,Female,High school,29,Married,Ballot c
2016,The internet,Very happy,None,Not legal,About right,About right,Too little,About right,Moderate,Independent,Mountain,$25000 or more,Female,High school,25,Married,Ballot b
2016,Tv,Pretty happy,Catholic,Not applicable,Not harsh enough,Too little,Not applicable,Not applicable,Conservative,Independent,Mountain,$25000 or more,Male,Junior college,67,Married,Ballot a
